rank,waku,umaban,horse_name,horse_id,sex_age,kinryo,jockey,jockey_id,time,diff,passing,last_3f,odds,popularity,horse_weight,trainer,trainer_id,race_id,date,place,surface,distance,track_condition
2,4,8,バシリス,2022106631,牝2,55.0,松山弘平,1126,1:27.3,1.1/2,3-3,38.7,1.9,1.0,456(-4),[西]寺島良,1158,202408060701,2024-11-23,京都,ダート,1400.0,良
3,5,10,ベラヴィットーリア,2022105721,牝2,55.0,亀田温心,1176,1:27.7,2.1/2,5-5,38.9,29.9,7.0,500(-2),[西]高柳大輔,1159,202408060701,2024-11-23,京都,ダート,1400.0,良
4,8,16,フェアリーメドウ,2022101082,牝2,55.0,古川吉洋,1015,1:27.8,クビ,2-2,39.6,54.6,10.0,480(-2),[西]河嶋宏樹,1198,202408060701,2024-11-23,京都,ダート,1400.0,良
5,1,2,ボヌールキャッツ,2022105124,牝2,55.0,団野大成,1180,1:28.1,2,3-3,39.7,119.2,11.0,436(0),[西]浜田多実,1138,202408060701,2024-11-23,京都,ダート,1400.0,良
6,4,7,ウォーターアデル,2022100405,牝2,55.0,西村淳也,1171,1:28.3,1.1/2,10-10,39.1,35.3,9.0,470(0),[西]河内洋,1072,202408060701,2024-11-23,京都,ダート,1400.0,良
7,7,14,スマートシエラ,2022102055,牝2,53.0,永島まな,1187,1:28.6,1.3/4,10-11,39.2,197.2,13.0,440(+4),[西]音無秀孝,1002,202408060701,2024-11-23,京都,ダート,1400.0,良
8,8,15,ブロンドエール,2022105017,牝2,55.0,Ｃ．デム,5473,1:28.7,クビ,8-8,39.7,4.6,3.0,430(-4),[西]中村直也,1186,202408060701,2024-11-23,京都,ダート,1400.0,良
9,2,3,サラダ,2022100128,牝2,55.0,藤岡佑介,1093,1:28.8,3/4,14-14,38.7,14.1,4.0,448(+8),[西]武英智,1161,202408060701,2024-11-23,京都,ダート,1400.0,良
10,2,4,マットーネロッソ,2022105446,牝2,55.0,川須栄彦,1128,1:28.9,1/2,16-16,37.9,210.6,15.0,462(+4),[西]中尾秀正,1069,202408060701,2024-11-23,京都,ダート,1400.0,良
11,3,5,ミドラーシュ,2022102008,牝2,55.0,幸英明,732,1:28.9,クビ,12-12,39.3,209.6,14.0,404(-6),[西]吉田直弘,1101,202408060701,2024-11-23,京都,ダート,1400.0,良
12,7,13,シャインローザ,2022100646,牝2,53.0,吉村誠之,1216,1:29.1,1,12-13,39.4,33.6,8.0,466(+12),[西]中村直也,1186,202408060701,2024-11-23,京都,ダート,1400.0,良
13,1,1,オントゥザステージ,2022101704,牝2,54.0,西塚洸二,1200,1:29.9,5,1-1,41.8,27.8,6.0,420(0),[西]藤原英昭,1055,202408060701,2024-11-23,京都,ダート,1400.0,良
14,6,11,エンジェルトリガー,2022104152,牝2,53.0,高杉吏麒,1213,1:30.0,3/4,5-6,41.2,158.6,12.0,460(+16),[西]吉村圭司,1130,202408060701,2024-11-23,京都,ダート,1400.0,良
15,6,12,ヨーグルトナン,2022100188,牝2,52.0,柴田裕一,1212,1:30.2,1,14-15,40.0,469.3,16.0,454(0),[西]鮫島一歩,1046,202408060701,2024-11-23,京都,ダート,1400.0,良
16,5,9,エイユージュメイラ,2022102531,牝2,55.0,国分恭介,1124,1:31.7,9,5-6,43.0,23.9,5.0,458(+16),[西]鈴木孝志,1111,202408060701,2024-11-23,京都,ダート,1400.0,良
1,4,5,ブルックリンダンス,2022105791,牡2,56.0,Ｃ．デム,5473,1:54.1,,6-5-3-2,37.3,3.4,2.0,478(-2),[西]田中克典,1180,202408060702,2024-11-23,京都,ダート,1800.0,良
2,5,8,チュウワチーフ,2022110117,牡2,56.0,北村友一,1102,1:54.8,4,2-2-2-3,38.1,6.4,4.0,474(+10),[西]小崎憲,1085,202408060702,2024-11-23,京都,ダート,1800.0,良
3,2,2,シュパネントウィル,2022110090,牡2,56.0,武豊,666,1:55.1,1.3/4,1-1-1-1,38.6,1.9,1.0,492(+2),[西]吉村圭司,1130,202408060702,2024-11-23,京都,ダート,1800.0,良
4,3,4,ネトル,2022106614,牝2,53.0,永島まな,1187,1:55.4,2,10-10-7-5,38.2,119.9,8.0,398(0),[西]高橋康之,1135,202408060702,2024-11-23,京都,ダート,1800.0,良
5,3,3,ドウジギリ,2022106891,牡2,56.0,松山弘平,1126,1:55.4,ハナ,3-3-3-4,38.7,5.7,3.0,468(+2),[西]西園正都,1028,202408060702,2024-11-23,京都,ダート,1800.0,良
6,6,9,テクノグルーヴ,2022104148,牡2,56.0,幸英明,732,1:55.8,2,12-11-10-10,38.4,235.7,11.0,486(+4),[西]宮本博,1073,202408060702,2024-11-23,京都,ダート,1800.0,良
7,8,13,ハッピールンナ,2022101217,牝2,55.0,国分優作,1125,1:56.1,2,8-7-6-5,39.2,153.2,10.0,486(+12),[西]大根田裕,1032,202408060702,2024-11-23,京都,ダート,1800.0,良
8,8,14,ダシータピット,2022110049,牡2,53.0,柴田裕一,1212,1:56.4,2,5-5-7-8,39.2,59.1,7.0,458(-18),[西]中竹和也,1039,202408060702,2024-11-23,京都,ダート,1800.0,良
9,4,6,プリスクリプション,2022105782,牡2,56.0,長岡禎仁,1142,1:56.4,アタマ,9-9-7-8,39.3,311.8,13.0,382(+4),[西]杉山佳明,1178,202408060702,2024-11-23,京都,ダート,1800.0,良
10,5,7,ミンスパイ,2022104518,牝2,55.0,水口優也,1133,1:57.1,4,13-13-14-12,39.3,300.5,12.0,468(-4),[西]浜田多実,1138,202408060702,2024-11-23,京都,ダート,1800.0,良
11,7,12,テイエムトップバン,2022103761,牝2,55.0,田中健,1114,1:57.2,3/4,11-11-10-12,39.6,433.0,14.0,474(0),[西]木原一良,1033,202408060702,2024-11-23,京都,ダート,1800.0,良
12,6,10,シーク,2022100785,牡2,56.0,西村淳也,1171,1:57.5,2,3-3-3-5,40.6,28.7,5.0,514(-4),[西]角田晃一,1121,202408060702,2024-11-23,京都,ダート,1800.0,良
13,7,11,ダンスデュヴァン,2022105841,牡2,56.0,酒井学,1034,1:57.7,3/4,14-14-10-10,40.3,36.6,6.0,474(-2),[西]武英智,1161,202408060702,2024-11-23,京都,ダート,1800.0,良
14,1,1,ジョウショーサクラ,2022106245,牝2,53.0,吉村誠之,1216,1:58.9,7,7-7-10-14,41.5,127.4,9.0,452(+6),[西]中尾秀正,1069,202408060702,2024-11-23,京都,ダート,1800.0,良
1,7,7,シュバルツマサムネ,2022104887,牡2,56.0,浜中俊,1115,2:00.8,,10-10-9-8,35.0,31.1,7.0,452(+6),[西]杉山佳明,1178,202408060703,2024-11-23,京都,芝,2000.0,良
2,7,8,サリーチェ,2022104794,牝2,55.0,Ｃ．デム,5473,2:01.2,2.1/2,7-7-7-5,35.6,1.6,1.0,474(+2),[西]池添学,1144,202408060703,2024-11-23,京都,芝,2000.0,良
3,6,6,ロットブラータ,2022104688,牡2,56.0,松山弘平,1126,2:01.2,アタマ,4-5-5-5,35.9,3.7,2.0,522(+4),[西]平田修,1082,202408060703,2024-11-23,京都,芝,2000.0,良
4,1,1,ダンタリオン,2022101750,牡2,56.0,岩田康誠,5203,2:01.6,2.1/2,4-3-2-2,36.6,10.7,4.0,468(0),[西]上村洋行,1168,202408060703,2024-11-23,京都,芝,2000.0,良
5,2,2,リビングストン,2022102900,牡2,56.0,西村淳也,1171,2:01.6,ハナ,1-1-1-1,36.8,6.7,3.0,534(+8),[西]吉岡辰弥,1176,202408060703,2024-11-23,京都,芝,2000.0,良
6,3,3,メテオレーナ,2022103712,牝2,53.0,吉村誠之,1216,2:01.6,クビ,7-7-7-8,36.0,24.6,6.0,424(+6),[西]中村直也,1186,202408060703,2024-11-23,京都,芝,2000.0,良
7,4,4,ウインクルキセキ,2022101596,牝2,55.0,長岡禎仁,1142,2:01.7,クビ,9-9-9-10,35.9,339.7,10.0,446(0),[西]高橋亮,1136,202408060703,2024-11-23,京都,芝,2000.0,良
8,8,10,テーオーミリカン,2022106705,牡2,56.0,古川吉洋,1015,2:01.8,1/2,3-3-4-4,36.6,19.2,5.0,464(+2),[西]宮徹,1018,202408060703,2024-11-23,京都,芝,2000.0,良
9,5,5,ブラックレーション,2022103999,牡2,56.0,太宰啓介,1037,2:02.1,2,2-2-2-2,37.0,196.2,9.0,510(+4),[西]本田優,1099,202408060703,2024-11-23,京都,芝,2000.0,良
10,8,9,サウスオブロンドン,2022102413,牡2,55.0,泉谷楓真,1182,2:02.3,1.1/2,4-6-5-5,36.9,86.5,8.0,476(-2),[西]松永幹夫,1092,202408060703,2024-11-23,京都,芝,2000.0,良
1,7,8,マケルナマサムネ,2018105814,牡6,60.0,難波剛健,1066,3:19.6,,6-6-3-2,13.7,4.1,3.0,480(+2),[西]畑端省吾,1188,202408060704,2024-11-23,京都,芝,2910.0,良
2,2,2,メイショウコホク,2017106373,セ7,60.0,黒岩悠,1072,3:19.9,2,4-4-4-4,13.7,65.6,10.0,506(+6),[西]藤沢則雄,1041,202408060704,2024-11-23,京都,芝,2910.0,良
3,7,9,トラファルガー,2020104922,セ4,60.0,石神深一,1059,3:19.9,アタマ,3-3-1-1,13.7,3.1,1.0,498(0),[東]加藤和宏,1077,202408060704,2024-11-23,京都,芝,2910.0,良
4,3,3,コンテナワールド,2021104924,牡3,58.0,井上敏樹,1151,3:20.2,1.1/2,1-1-2-3,13.8,13.9,5.0,466(-14),[西]中竹和也,1039,202408060704,2024-11-23,京都,芝,2910.0,良
5,1,1,ベッサラビア,2017106222,セ7,60.0,田村太雅,1105,3:22.1,大,5-4-5-5,13.9,175.3,11.0,460(0),[西]藤沢則雄,1041,202408060704,2024-11-23,京都,芝,2910.0,良
6,5,5,ラズルダズル,2017105602,牡7,60.0,中村将之,1101,3:22.2,1/2,2-2-6-6,13.9,3.5,2.0,470(+4),[西]茶木太樹,1181,202408060704,2024-11-23,京都,芝,2910.0,良
7,8,11,ノーティアス,2019104908,牡5,60.0,五十嵐雄,1069,3:25.0,大,8-8-8-8,14.1,14.0,6.0,510(0),[東]宗像義忠,420,202408060704,2024-11-23,京都,芝,2910.0,良
8,4,4,ソルトロング,2021102960,牡3,58.0,小野寺祐,1123,3:25.5,3,7-6-7-7,14.1,30.2,8.0,446(-14),[西]木原一良,1033,202408060704,2024-11-23,京都,芝,2910.0,良
9,6,7,ホウオウエクレール,2017103293,牡7,60.0,小牧加矢,1196,3:28.8,大,9-9-9-9,14.4,6.4,4.0,512(+16),[西]宮徹,1018,202408060704,2024-11-23,京都,芝,2910.0,良
10,8,10,バルミュゼット,2019106701,牡5,60.0,森一馬,1139,3:37.0,大,10-10-10-10,14.9,25.2,7.0,548(+24),[西]藤野健太,1200,202408060704,2024-11-23,京都,芝,2910.0,良
中,6,6,アーベントイアー,2021103057,牡3,58.0,上野翔,1087,,,11-11,,59.9,9.0,498(+10),[東]水野貴広,1094,202408060704,2024-11-23,京都,芝,2910.0,良
1,6,7,ワイルデンウーリー,2022110010,牝2,55.0,松山弘平,1126,1:35.6,,5-3,34.7,2.8,1.0,478(0),[西]大久保龍,1058,202408060705,2024-11-23,京都,芝,1600.0,良
2,7,8,ベビーズブレス,2022106351,牝2,55.0,西村淳也,1171,1:35.7,3/4,5-6,34.8,35.5,8.0,426(0),[西]千田輝彦,1120,202408060705,2024-11-23,京都,芝,1600.0,良
3,8,11,パープルパライソ,2022102746,牡2,56.0,Ｍ．デム,5212,1:35.7,クビ,3-3,34.9,11.0,5.0,460(0),[西]吉村圭司,1130,202408060705,2024-11-23,京都,芝,1600.0,良
4,3,3,ドライヴサンライズ,2022102188,牝2,55.0,長岡禎仁,1142,1:36.0,2,7-6,35.0,16.6,6.0,424(0),[西]茶木太樹,1181,202408060705,2024-11-23,京都,芝,1600.0,良
5,5,5,ケイコウギュウゴ,2022101357,牡2,56.0,幸英明,732,1:36.1,クビ,10-8,34.7,174.9,11.0,446(0),[西]藤沢則雄,1041,202408060705,2024-11-23,京都,芝,1600.0,良
6,8,10,アークシャルダーム,2022105286,牝2,55.0,川田将雅,1088,1:36.3,1.1/4,1-1,35.8,4.9,3.0,466(0),[西]友道康夫,1061,202408060705,2024-11-23,京都,芝,1600.0,良
7,4,4,ルクスデイジー,2022101127,牝2,53.0,高杉吏麒,1213,1:36.3,クビ,8-9,35.0,50.8,9.0,454(0),[西]高橋亮,1136,202408060705,2024-11-23,京都,芝,1600.0,良
8,7,9,ビーアイフォルテ,2022104515,牝2,53.0,吉村誠之,1216,1:36.6,1.3/4,2-2,36.0,60.0,10.0,446(0),[西]牧田和弥,1123,202408060705,2024-11-23,京都,芝,1600.0,良
9,6,6,アラベラ,2022104638,牝2,55.0,武豊,666,1:36.7,1/2,8-9,35.5,5.2,4.0,436(0),[西]上村洋行,1168,202408060705,2024-11-23,京都,芝,1600.0,良
10,2,2,アーバンキング,2022101650,牡2,56.0,団野大成,1180,1:36.8,3/4,11-11,35.3,28.8,7.0,510(0),[西]千田輝彦,1120,202408060705,2024-11-23,京都,芝,1600.0,良
11,1,1,スニーカースキル,2022105964,牝2,55.0,Ｃ．デム,5473,1:38.1,8,3-3,37.3,3.9,2.0,502(0),[西]杉山晴紀,1157,202408060705,2024-11-23,京都,芝,1600.0,良
1,7,8,スマートシーカー,2022101553,牡2,55.0,西塚洸二,1200,1:54.5,,5-4-2-2,38.0,12.4,5.0,492(0),[西]吉村圭司,1130,202408060706,2024-11-23,京都,ダート,1800.0,良
2,1,1,グリプトグラフィ,2022105177,牡2,56.0,Ｃ．デム,5473,1:54.7,1,1-1-1-1,38.4,2.1,1.0,538(0),[西]武幸四郎,1160,202408060706,2024-11-23,京都,ダート,1800.0,良
3,6,6,ユウトザレン,2022101016,牡2,54.0,吉村誠之,1216,1:55.5,5,2-2-2-2,39.0,15.2,6.0,466(0),[西]千田輝彦,1120,202408060706,2024-11-23,京都,ダート,1800.0,良
4,4,4,ガンナール,2022106629,牡2,56.0,Ｍ．デム,5212,1:56.4,5,11-11-9-6,39.2,10.3,4.0,486(0),[西]宮本博,1073,202408060706,2024-11-23,京都,ダート,1800.0,良
5,5,5,ヤエギリ,2022110125,牝2,55.0,松山弘平,1126,1:56.4,ハナ,3-4-6-4,39.5,4.7,2.0,496(0),[西]福永祐一,1203,202408060706,2024-11-23,京都,ダート,1800.0,良
6,2,2,キタノロジック,2022101921,牡2,56.0,国分優作,1125,1:57.0,3.1/2,7-7-11-10,39.6,60.4,9.0,490(0),[西]畑端省吾,1188,202408060706,2024-11-23,京都,ダート,1800.0,良
7,8,10,キンセンオー,2022101769,牡2,56.0,幸英明,732,1:57.6,3.1/2,7-7-9-10,40.4,66.2,10.0,470(0),[西]中尾秀正,1069,202408060706,2024-11-23,京都,ダート,1800.0,良
8,8,11,ライラックデューン,2022101473,牝2,54.0,小沢大仁,1185,1:58.2,3.1/2,5-6-6-6,41.2,129.6,11.0,458(0),[西]緒方努,1193,202408060706,2024-11-23,京都,ダート,1800.0,良
9,7,9,ジョーエルピーゾ,2022100783,牡2,54.0,高杉吏麒,1213,1:58.7,3,9-9-6-6,41.7,50.6,8.0,512(0),[西]松下武士,1149,202408060706,2024-11-23,京都,ダート,1800.0,良
10,6,7,モンサンヴデット,2022101460,牝2,55.0,池添謙一,1032,1:58.8,1/2,10-10-2-4,42.2,4.9,3.0,458(0),[西]平田修,1082,202408060706,2024-11-23,京都,ダート,1800.0,良
11,3,3,メジャーラッシュ,2022104036,牝2,52.0,柴田裕一,1212,1:59.9,7,3-3-5-6,43.1,16.3,7.0,458(0),[西]羽月友彦,1091,202408060706,2024-11-23,京都,ダート,1800.0,良
1,2,4,ヘルメース,2021103710,牡3,55.0,吉村誠之,1216,1:12.5,,1-1,36.9,18.1,8.0,484(+6),[東]伊藤圭三,1023,202408060707,2024-11-23,京都,ダート,1200.0,良
2,2,3,オコタンペ,2021105849,牡3,57.0,武豊,666,1:13.1,3.1/2,7-7,36.9,6.9,3.0,490(-2),[西]須貝尚介,1105,202408060707,2024-11-23,京都,ダート,1200.0,良
3,6,12,メイショウイヌワシ,2019104100,牡5,57.0,泉谷楓真,1182,1:13.1,ハナ,10-10,36.7,70.5,12.0,504(-4),[西]石橋守,1140,202408060707,2024-11-23,京都,ダート,1200.0,良
4,3,6,サンダーバース,2021103582,牡3,55.0,高杉吏麒,1213,1:13.3,1.1/2,9-8,37.0,55.4,9.0,474(0),[西]高柳大輔,1159,202408060707,2024-11-23,京都,ダート,1200.0,良
5,5,9,イエスウィズキャン,2020100472,牡4,58.0,川須栄彦,1128,1:13.4,1/2,14-14,36.7,133.5,14.0,540(-2),[西]羽月友彦,1091,202408060707,2024-11-23,京都,ダート,1200.0,良
6,7,13,メイショウヤーキス,2021102573,牡3,57.0,幸英明,732,1:13.6,1,4-4,37.6,6.3,2.0,446(-6),[西]飯田祐史,1139,202408060707,2024-11-23,京都,ダート,1200.0,良
7,3,5,イエデゴロゴロ,2021103701,牝3,55.0,団野大成,1180,1:13.7,1/2,15-14,36.9,12.4,5.0,442(+2),[西]畑端省吾,1188,202408060707,2024-11-23,京都,ダート,1200.0,良
8,7,14,シャインヴィーナス,2021101279,牝3,55.0,西村淳也,1171,1:13.8,3/4,2-3,37.9,59.1,10.0,442(-12),[東]伊坂重信,1177,202408060707,2024-11-23,京都,ダート,1200.0,良
9,5,10,ホウオウトランプ,2021105886,牡3,57.0,川田将雅,1088,1:13.8,アタマ,2-2,38.1,2.1,1.0,526(0),[西]池江泰寿,1071,202408060707,2024-11-23,京都,ダート,1200.0,良
10,8,16,キャンドルマス,2021101624,牡3,57.0,Ｃ．デム,5473,1:13.9,1/2,6-4,37.8,8.5,4.0,486(-10),[西]小崎憲,1085,202408060707,2024-11-23,京都,ダート,1200.0,良
11,6,11,ワンダーヘイルネス,2016102446,セ8,54.0,河原田菜,1204,1:13.9,クビ,12-13,37.3,314.0,15.0,496(0),[西]河内洋,1072,202408060707,2024-11-23,京都,ダート,1200.0,良
12,4,8,フェゲフォイア,2020106355,牡4,55.0,柴田裕一,1212,1:14.1,1,12-10,37.6,15.2,7.0,478(+12),[西]岡田稲男,1066,202408060707,2024-11-23,京都,ダート,1200.0,良
13,4,7,タミゼ,2021100650,牝3,55.0,北村友一,1102,1:14.4,1.3/4,4-4,38.5,14.7,6.0,480(-8),[西]平田修,1082,202408060707,2024-11-23,京都,ダート,1200.0,良
14,8,15,タッケンイッキ,2020104524,牡4,55.0,橋木太希,1215,1:14.6,1,16-16,37.5,390.0,16.0,528(+8),[西]高橋康之,1135,202408060707,2024-11-23,京都,ダート,1200.0,良
15,1,2,ワキノノーブル,2021106394,牝3,55.0,Ｍ．デム,5212,1:14.6,クビ,10-10,38.2,91.0,13.0,460(+4),[西]宮本博,1073,202408060707,2024-11-23,京都,ダート,1200.0,良
16,1,1,カプシーヌ,2021102917,牝3,54.0,西塚洸二,1200,1:14.7,クビ,7-8,38.5,59.2,11.0,536(-6),[西]森田直行,1142,202408060707,2024-11-23,京都,ダート,1200.0,良
1,4,4,ホルトバージ,2021102905,牡3,56.0,武豊,666,2:00.6,,4-3-2-3,37.9,2.7,2.0,474(0),[西]寺島良,1158,202408060708,2024-11-23,京都,ダート,1900.0,良
2,8,9,ジュンラトゥール,2021104039,牡3,56.0,松山弘平,1126,2:01.0,2.1/2,4-4-2-2,38.3,3.3,3.0,466(+4),[西]浜田多実,1138,202408060708,2024-11-23,京都,ダート,1900.0,良
3,1,1,メイショウコナン,2021103064,牡3,56.0,団野大成,1180,2:01.5,3,6-6-5-4,38.5,18.9,4.0,506(-6),[西]荒川義之,1095,202408060708,2024-11-23,京都,ダート,1900.0,良
4,3,3,シャンデルナゴル,2020103193,牡4,58.0,Ｃ．デム,5473,2:01.9,2.1/2,6-7-5-5,38.8,2.3,1.0,494(0),[西]石坂公一,1166,202408060708,2024-11-23,京都,ダート,1900.0,良
5,7,7,キングリスティア,2016106594,セ8,54.0,河原田菜,1204,2:02.5,3.1/2,9-9-7-6,39.2,162.7,9.0,520(+2),[西]河内洋,1072,202408060708,2024-11-23,京都,ダート,1900.0,良
6,6,6,アマートカヴァロ,2020103754,牡4,56.0,高杉吏麒,1213,2:03.4,5,8-7-7-8,40.0,48.5,7.0,488(+12),[西]笹田和秀,1104,202408060708,2024-11-23,京都,ダート,1900.0,良
7,8,8,スノーライトニング,2021105828,牡3,54.0,吉村誠之,1216,2:03.7,1.3/4,3-4-9-9,40.1,48.9,8.0,462(+4),[西]松下武士,1149,202408060708,2024-11-23,京都,ダート,1900.0,良
8,5,5,リワードファラオン,2021103385,牡3,54.0,永島まな,1187,2:04.4,4,2-2-2-6,41.6,38.6,6.0,504(-12),[東]村田一誠,1190,202408060708,2024-11-23,京都,ダート,1900.0,良
中,2,2,ウォーターハウス,2020102664,牡4,58.0,西村淳也,1171,,,1-1-1-1,,27.6,5.0,496(+16),[西]高野友和,1117,202408060708,2024-11-23,京都,ダート,1900.0,良
1,1,1,ルシュヴァルドール,2021105630,牡3,56.0,松山弘平,1126,1:52.2,,5-5-5-5,37.3,3.9,3.0,526(-4),[西]矢作芳人,1075,202408060709,2024-11-23,京都,ダート,1800.0,良
2,5,6,コトホドサヨウニ,2021103306,牡3,56.0,川田将雅,1088,1:52.6,2.1/2,2-2-2-1,38.0,3.0,2.0,506(+6),[西]奥村豊,1146,202408060709,2024-11-23,京都,ダート,1800.0,良
3,7,11,ジーニアスバローズ,2020100681,牡4,58.0,西村淳也,1171,1:52.8,1,8-8-8-5,37.7,8.6,4.0,470(+10),[西]辻野泰之,1183,202408060709,2024-11-23,京都,ダート,1800.0,良
4,6,8,ヘヴンリーハンド,2021106910,セ3,56.0,黛弘人,1109,1:53.2,2.1/2,9-9-9-9,38.1,54.2,7.0,504(-8),[東]武井亮,1147,202408060709,2024-11-23,京都,ダート,1800.0,良
5,4,5,フルングニル,2020102929,牡4,58.0,団野大成,1180,1:53.4,3/4,6-5-5-5,38.5,9.4,5.0,574(-2),[西]杉山晴紀,1157,202408060709,2024-11-23,京都,ダート,1800.0,良
6,8,13,スリリングチェイス,2020103407,牡4,58.0,Ｃ．デム,5473,1:53.9,3,2-4-4-2,39.1,3.0,1.0,520(+10),[西]渡辺薫彦,1155,202408060709,2024-11-23,京都,ダート,1800.0,良
7,4,4,オーバーザドリーム,2020105734,牡4,58.0,三浦皇成,1122,1:54.0,クビ,13-13-11-9,38.8,96.0,10.0,466(-2),[西]清水久詞,1110,202408060709,2024-11-23,京都,ダート,1800.0,良
8,6,9,サヴァビアン,2018103473,牡6,58.0,藤懸貴志,1138,1:54.2,1.1/2,10-10-12-13,38.8,436.8,13.0,436(-4),[西]羽月友彦,1091,202408060709,2024-11-23,京都,ダート,1800.0,良
9,5,7,ティルドーン,2020110132,牡4,58.0,武豊,666,1:54.2,アタマ,2-2-2-2,39.5,21.8,6.0,538(+16),[西]森秀行,427,202408060709,2024-11-23,京都,ダート,1800.0,良
10,3,3,テーオーレガシー,2020100604,牡4,58.0,秋山稔樹,1181,1:54.5,1.3/4,1-1-1-2,40.1,74.7,8.0,518(+14),[西]宮徹,1018,202408060709,2024-11-23,京都,ダート,1800.0,良
11,8,12,サムハンター,2018105996,牡6,58.0,永島まな,1187,1:55.2,4,6-7-9-11,40.0,87.3,9.0,494(0),[西]高橋康之,1135,202408060709,2024-11-23,京都,ダート,1800.0,良
12,7,10,イルミネーター,2017105895,牡7,58.0,水口優也,1133,1:55.2,ハナ,11-10-5-8,40.3,183.2,12.0,478(0),[西]羽月友彦,1091,202408060709,2024-11-23,京都,ダート,1800.0,良
13,2,2,ファイヴレター,2017102043,牡7,58.0,Ｍ．デム,5212,1:55.7,3,11-10-12-11,40.3,140.8,11.0,470(+10),[東]佐藤吉勝,1035,202408060709,2024-11-23,京都,ダート,1800.0,良
1,3,3,オーロラエックス,2021101387,牝3,54.0,松山弘平,1126,2:13.3,,2-2-2-2,33.7,1.8,1.0,490(+2),[西]杉山晴紀,1157,202408060710,2024-11-23,京都,芝,2200.0,良
2,5,5,サトノスカイターフ,2018105073,牡6,58.0,団野大成,1180,2:13.6,1.1/2,6-6-6-5,33.6,52.6,7.0,508(+8),[西]池江泰寿,1071,202408060710,2024-11-23,京都,芝,2200.0,良
3,1,1,ジンセイ,2021104646,牡3,56.0,川田将雅,1088,2:13.6,クビ,1-1-1-1,34.1,3.6,2.0,504(-2),[西]庄野靖志,1087,202408060710,2024-11-23,京都,芝,2200.0,良
4,4,4,キャリーハピネス,2020105733,牡4,58.0,西村淳也,1171,2:14.0,2.1/2,3-2-3-3,34.3,35.7,6.0,484(-8),[西]河嶋宏樹,1198,202408060710,2024-11-23,京都,芝,2200.0,良
5,6,6,マンデヴィラ,2020103629,牝4,56.0,Ｃ．デム,5473,2:14.0,アタマ,4-4-3-3,34.2,3.9,3.0,442(0),[西]福永祐一,1203,202408060710,2024-11-23,京都,芝,2200.0,良
6,7,7,ヤマニンステラータ,2021106603,牡3,56.0,古川吉洋,1015,2:14.1,3/4,7-7-6-7,34.0,10.5,4.0,476(+2),[西]松永幹夫,1092,202408060710,2024-11-23,京都,芝,2200.0,良
7,8,8,ダンツエスプリ,2019106399,牡5,58.0,太宰啓介,1037,2:14.2,1/2,8-8-8-8,33.9,35.0,5.0,490(0),[西]本田優,1099,202408060710,2024-11-23,京都,芝,2200.0,良
8,2,2,シャドウソニック,2020102874,牡4,58.0,幸英明,732,2:14.7,3,5-5-5-5,34.8,86.3,8.0,508(+8),[西]辻野泰之,1183,202408060710,2024-11-23,京都,芝,2200.0,良
1,8,8,エリキング,2022105099,牡2,56.0,川田将雅,1088,2:00.9,,4-5-3-3,34.2,1.9,1.0,498(0),[西]中内田充,1137,202408060711,2024-11-23,京都,芝,2000.0,良
2,4,4,ジョバンニ,2022103995,牡2,56.0,松山弘平,1126,2:01.1,1.1/4,8-8-5-5,34.3,6.5,3.0,484(0),[西]杉山晴紀,1157,202408060711,2024-11-23,京都,芝,2000.0,良
3,5,5,クラウディアイ,2022100099,牡2,56.0,西村淳也,1171,2:01.2,1,6-6-7-7,34.3,8.7,4.0,430(+14),[西]橋口慎介,1154,202408060711,2024-11-23,京都,芝,2000.0,良
4,3,3,ウォータークラーク,2022103345,牡2,56.0,武豊,666,2:01.4,1.1/4,1-1-1-1,35.0,16.9,5.0,482(+2),[西]石橋守,1140,202408060711,2024-11-23,京都,芝,2000.0,良
5,7,7,スリーキングス,2022102217,牡2,56.0,岩田康誠,5203,2:01.4,アタマ,3-3-5-5,34.6,19.9,6.0,498(+4),[西]上村洋行,1168,202408060711,2024-11-23,京都,芝,2000.0,良
6,1,1,テイクイットオール,2022106647,牡2,56.0,三浦皇成,1122,2:01.5,クビ,4-3-3-3,34.8,47.5,7.0,444(+6),[西]中竹和也,1039,202408060711,2024-11-23,京都,芝,2000.0,良
7,2,2,サラコスティ,2022104793,牡2,56.0,Ｃ．デム,5473,2:01.6,1,2-2-2-2,35.1,2.9,2.0,470(+8),[西]池添学,1144,202408060711,2024-11-23,京都,芝,2000.0,良
8,6,6,ローレルオーブ,2022106940,牡2,56.0,団野大成,1180,2:01.9,1.1/2,7-7-7-7,35.0,158.6,8.0,444(-2),[西]杉山佳明,1178,202408060711,2024-11-23,京都,芝,2000.0,良
1,4,8,アンクルクロス,2021101598,牡3,57.0,長岡禎仁,1142,1:08.2,,7-7,33.0,10.8,5.0,468(+2),[西]高橋亮,1136,202408060712,2024-11-23,京都,芝,1200.0,良
2,7,13,タイキヴァンクール,2021103171,牡3,57.0,浜中俊,1115,1:08.5,1.3/4,5-5,33.5,5.3,3.0,510(+14),[西]中尾秀正,1069,202408060712,2024-11-23,京都,芝,1200.0,良
3,3,6,インプロバイザー,2019104498,牡5,58.0,幸英明,732,1:08.6,クビ,4-4,33.8,99.3,12.0,492(+2),[西]音無秀孝,1002,202408060712,2024-11-23,京都,芝,1200.0,良
